Raw file	Experiment	Fraction	Enzyme	Enzyme mode	Enzyme first search	Enzyme mode first search	Use enzyme first search	Variable modifications	Fixed modifications	Multi modifications	Variable modifications first search	Use variable modifications first search	Requantify	Multiplicity	Max. missed cleavages	Labels0	LC-MS run type	Time-dependent recalibration	MS	MS/MS	MS3	MS/MS Submitted	MS/MS Submitted (SIL)	MS/MS Submitted (ISO)	MS/MS Submitted (PEAK)	MS/MS Identified	MS/MS Identified (SIL)	MS/MS Identified (ISO)	MS/MS Identified (PEAK)	MS/MS Identified [%]	MS/MS Identified (SIL) [%]	MS/MS Identified (ISO) [%]	MS/MS Identified (PEAK) [%]	Peptide Sequences Identified	Peaks	Peaks Sequenced	Peaks Sequenced [%]	Peaks Repeatedly Sequenced	Peaks Repeatedly Sequenced [%]	Isotope Patterns	Isotope Patterns Sequenced	Isotope Patterns Sequenced (z>1)	Isotope Patterns Sequenced [%]	Isotope Patterns Sequenced (z>1) [%]	Isotope Patterns Repeatedly Sequenced	Isotope Patterns Repeatedly Sequenced [%]	Recalibrated	Av. Absolute Mass Deviation [ppm]	Mass Standard Deviation [ppm]	Av. Absolute Mass Deviation [mDa]	Mass Standard Deviation [mDa]	Label free norm param
161_104_1zu3_wdh	161_104_1zu3_wdh	0	Trypsin	Specific			False	Acetyl (Protein N-term);Oxidation (M)	Carbamidomethyl (C)			False	False	1	2		Standard		15464	45077	0	59682	30458	0	29224	2668	2556	0	112	4.5	8.4	0	0.38	1058	587407	36125	6.1	2851	7.9	51037	24820	24298	49	58	3914	16	+	0.76854	1.0127	0.58119	0.82506	
161_105_1zu3_wdh	161_105_1zu3_wdh	0	Trypsin	Specific			False	Acetyl (Protein N-term);Oxidation (M)	Carbamidomethyl (C)			False	False	1	2		Standard		14497	47035	0	63229	30839	0	32390	2205	2149	0	56	3.5	7	0	0.17	709	574266	36695	6.4	2846	7.8	52265	25503	25056	49	58	3806	15	+	0.78921	1.0398	0.5883	0.84283	
161_106_1zu3_wdh	161_106_1zu3_wdh	0	Trypsin	Specific			False	Acetyl (Protein N-term);Oxidation (M)	Carbamidomethyl (C)			False	False	1	2		Standard		14193	46538	0	65669	27405	0	38264	2079	2017	0	62	3.2	7.4	0	0.16	783	544711	35484	6.5	2843	8	46980	22931	22460	49	59	3321	14	+	0.71197	0.96099	0.51668	0.73699	
161_107_pur_wdh_20200618171515	161_107_pur_wdh_20200618171515	0	Trypsin	Specific			False	Acetyl (Protein N-term);Oxidation (M)	Carbamidomethyl (C)			False	False	1	2		Standard		15314	44200	0	61030	27370	0	33660	2343	2226	0	117	3.8	8.1	0	0.35	923	594874	33774	5.7	2362	7	55416	23110	22686	42	56	3190	14	+	0.69027	0.94327	0.49322	0.71655	
161_108_pur_wdh	161_108_pur_wdh	0	Trypsin	Specific			False	Acetyl (Protein N-term);Oxidation (M)	Carbamidomethyl (C)			False	False	1	2		Standard		13809	48193	0	69758	26624	0	43134	4416	4056	0	360	6.3	15	0	0.83	2899	639019	36450	5.7	2792	7.7	57688	22661	22205	39	53	3015	13	+	0.74292	1.0131	0.53058	0.7641	
161_109_1zu3_wdh	161_109_1zu3_wdh	0	Trypsin	Specific			False	Acetyl (Protein N-term);Oxidation (M)	Carbamidomethyl (C)			False	False	1	2		Standard		14627	45902	0	62768	29032	0	33736	2588	2459	0	129	4.1	8.5	0	0.38	1136	620731	34890	5.6	2594	7.4	52366	24372	23970	47	56	3411	14	+	0.71149	0.94872	0.52174	0.74101	
161_110_1zu3_90min	161_110_1zu3_90min	0	Trypsin	Specific			False	Acetyl (Protein N-term);Oxidation (M)	Carbamidomethyl (C)			False	False	1	2		Standard		13405	48376	0	72496	24254	0	48242	3889	3480	0	409	5.4	14	0	0.85	737	654523	32954	5	4021	12	58785	17480	16829	30	47	3299	19	+	0.60471	0.84105	0.40523	0.59559	
161_111_pur_wdh	161_111_pur_wdh	0	Trypsin	Specific			False	Acetyl (Protein N-term);Oxidation (M)	Carbamidomethyl (C)			False	False	1	2		Standard		13789	47720	0	68068	27372	0	40696	1973	1910	0	63	2.9	7	0	0.15	845	561607	35630	6.3	2865	8	48416	22909	22444	47	57	3384	15	+	0.67926	0.9064	0.47212	0.66642	
161_112_1zu3_wdh	161_112_1zu3_wdh	0	Trypsin	Specific			False	Acetyl (Protein N-term);Oxidation (M)	Carbamidomethyl (C)			False	False	1	2		Standard		14984	43927	0	62861	24993	0	37868	2110	2029	0	81	3.4	8.1	0	0.21	791	593531	33245	5.6	2672	8	46729	20882	20397	45	57	2962	14	+	0.71779	0.93286	0.50085	0.68922	
161_113_1zu3_90min_wdh	161_113_1zu3_90min_wdh	0	Trypsin	Specific			False	Acetyl (Protein N-term);Oxidation (M)	Carbamidomethyl (C)			False	False	1	2		Standard		13932	49337	0	74479	24193	0	50286	5265	4598	0	667	7.1	19	0	1.3	905	586751	32056	5.5	3969	12	59032	16108	15373	27	47	3432	21	+	0.63138	0.86854	0.43148	0.62945	
161_114_1zu3_wdh	161_114_1zu3_wdh	0	Trypsin	Specific			False	Acetyl (Protein N-term);Oxidation (M)	Carbamidomethyl (C)			False	False	1	2		Standard		14881	44151	0	62284	26018	0	36266	2242	2178	0	64	3.6	8.4	0	0.18	860	579646	33769	5.8	2656	7.9	47074	21920	21522	47	58	3106	14	+	0.66954	0.88768	0.47452	0.6619	
161_115_1zu3_90min_20200404200524	161_115_1zu3_90min_20200404200524	0	Trypsin	Specific			False	Acetyl (Protein N-term);Oxidation (M)	Carbamidomethyl (C)			False	False	1	2		Standard		14324	50403	0	72615	28177	0	44438	7262	6666	0	596	10	24	0	1.3	3311	599801	34840	5.8	3701	11	68205	21256	20764	31	45	3742	18	+	0.70321	0.98577	0.50889	0.75395	
161_116_1zu3_90min	161_116_1zu3_90min	0	Trypsin	Specific			False	Acetyl (Protein N-term);Oxidation (M)	Carbamidomethyl (C)			False	False	1	2		Standard		14075	47320	0	71823	22801	0	49022	3972	3452	0	520	5.5	15	0	1.1	815	591504	32272	5.5	3800	12	55188	16370	15689	30	51	3085	19	+	0.63402	0.87877	0.42625	0.63433	
161_11_1zu3_wdh_20200610010406	161_11_1zu3_wdh_20200610010406	0	Trypsin	Specific			False	Acetyl (Protein N-term);Oxidation (M)	Carbamidomethyl (C)			False	False	1	2		Standard		18797	37995	0	59024	16962	0	42062	518	480	0	38	0.88	2.8	0	0.09	289	677302	23777	3.5	2228	9.4	39869	13419	12447	34	59	2541	19	+	0.61971	0.83698	0.42961	0.60995	
161_12_1zu3_90min_3ul	161_12_1zu3_90min_3ul	0	Trypsin	Specific			False	Acetyl (Protein N-term);Oxidation (M)	Carbamidomethyl (C)			False	False	1	2		Standard		14519	47121	0	79740	14482	0	65258	877	847	0	30	1.1	5.8	0	0.046	151	506898	23839	4.7	5151	22	17575	6019	5012	34	55	2966	49	+	0.389	0.49345	0.2606	0.33189	
161_13_1zu3_90min_3ul	161_13_1zu3_90min_3ul	0	Trypsin	Specific			False	Acetyl (Protein N-term);Oxidation (M)	Carbamidomethyl (C)			False	False	1	2		Standard		14989	46528	0	80452	12594	0	67858	351	313	0	38	0.44	2.5	0	0.056	57	558305	22238	4	4726	21	15884	4530	3646	29	47	2116	47	+	0.43575	0.56584	0.30285	0.40102	
161_14_1zu3_90min_3ul	161_14_1zu3_90min_3ul	0	Trypsin	Specific			False	Acetyl (Protein N-term);Oxidation (M)	Carbamidomethyl (C)			False	False	1	2		Standard		14911	46403	0	78842	13956	0	64886	377	309	0	68	0.48	2.2	0	0.1	58	548712	22117	4	5034	23	16585	4928	3994	30	47	2350	48	+	0.44046	0.58154	0.29029	0.38376	
161_15_pur_wdh	161_15_pur_wdh	0	Trypsin	Specific			False	Acetyl (Protein N-term);Oxidation (M)	Carbamidomethyl (C)			False	False	1	2		Standard		13635	49590	0	66966	32214	0	34752	1777	1749	0	28	2.7	5.4	0	0.081	752	641913	37898	5.9	2438	6.4	63823	27604	27077	43	58	3648	13	+	0.70364	0.94173	0.49584	0.70885	
161_16_pur_wdh	161_16_pur_wdh	0	Trypsin	Specific			False	Acetyl (Protein N-term);Oxidation (M)	Carbamidomethyl (C)			False	False	1	2		Standard		17448	40541	0	60211	20867	0	39344	647	617	0	30	1.1	3	0	0.076	347	657534	27969	4.3	2555	9.1	47684	16733	15990	35	58	2875	17	+	0.72007	0.93846	0.47241	0.63407	
161_17_pur_wdh	161_17_pur_wdh	0	Trypsin	Specific			False	Acetyl (Protein N-term);Oxidation (M)	Carbamidomethyl (C)			False	False	1	2		Standard		17081	41171	0	58001	24341	0	33660	1118	1054	0	64	1.9	4.3	0	0.19	616	698076	30145	4.3	2265	7.5	55107	20156	19540	37	57	3040	15	+	0.70833	0.92548	0.47906	0.66524	
161_18_1zu3_90min_3ul	161_18_1zu3_90min_3ul	0	Trypsin	Specific			False	Acetyl (Protein N-term);Oxidation (M)	Carbamidomethyl (C)			False	False	1	2		Standard		9582	59238	0	90170	28302	0	61868	6762	5569	0	1193	7.5	20	0	1.9	532	281965	30453	11	6628	22	20891	12378	11882	59	67	4866	39	+	0.62877	0.91892	0.45318	0.72402	
161_19_1zu3_90min_3ul	161_19_1zu3_90min_3ul	0	Trypsin	Specific			False	Acetyl (Protein N-term);Oxidation (M)	Carbamidomethyl (C)			False	False	1	2		Standard		10283	54576	0	85258	23880	0	61378	4356	3819	0	537	5.1	16	0	0.87	767	292010	27098	9.3	5454	20	18806	9941	9466	53	61	3739	38	+	0.7197	0.9855	0.46982	0.67855	
161_1_1zu3_90min_5ul	161_1_1zu3_90min_5ul	0	Trypsin	Specific			False	Acetyl (Protein N-term);Oxidation (M)	Carbamidomethyl (C)			False	False	1	2		Standard		15564	45748	0	72203	19275	0	52928	491	475	0	16	0.68	2.5	0	0.03	231	550107	34502	6.3	3920	11	30940	14028	12633	45	64	3119	22	+	0.54481	0.74864	0.34209	0.50104	
161_20_90min_wdh	161_20_90min_wdh	0	Trypsin	Specific			False	Acetyl (Protein N-term);Oxidation (M)	Carbamidomethyl (C)			False	False	1	2		Standard		11792	53093	0	74121	32055	0	42066	6519	5711	0	808	8.8	18	0	1.9	765	442425	31126	7	5454	18	32982	15771	15262	48	56	4502	29	+	0.68679	0.94279	0.49001	0.71595	
161_21_1zu3_wdh	161_21_1zu3_wdh	0	Trypsin	Specific			False	Acetyl (Protein N-term);Oxidation (M)	Carbamidomethyl (C)			False	False	1	2		Standard		14202	46256	0	62966	29542	0	33424	2264	2127	0	137	3.6	7.2	0	0.41	1090	517711	36452	7	2410	6.6	52633	24975	24431	47	58	3494	14	+	0.72135	0.97192	0.52689	0.74895	
161_22_1zu3_wdh	161_22_1zu3_wdh	0	Trypsin	Specific			False	Acetyl (Protein N-term);Oxidation (M)	Carbamidomethyl (C)			False	False	1	2		Standard		14622	47246	0	63698	30794	0	32904	3131	2920	0	211	4.9	9.5	0	0.64	2046	577689	37948	6.6	2285	6	58511	26686	26135	46	56	3333	12	+	0.777	1.045	0.55847	0.80161	
161_23_1zu3_wdh	161_23_1zu3_wdh	0	Trypsin	Specific			False	Acetyl (Protein N-term);Oxidation (M)	Carbamidomethyl (C)			False	False	1	2		Standard		14169	46122	0	63352	28892	0	34460	1650	1604	0	46	2.6	5.6	0	0.13	684	633937	36239	5.7	2485	6.9	61108	24829	24338	41	54	3195	13	+	0.78229	1.0393	0.55395	0.77718	
161_24_1zu3_90min_3ul	161_24_1zu3_90min_3ul	0	Trypsin	Specific			False	Acetyl (Protein N-term);Oxidation (M)	Carbamidomethyl (C)			False	False	1	2		Standard		10721	53221	0	78706	27722	0	50984	3776	3161	0	615	4.8	11	0	1.2	438	307533	27659	9	5067	18	25273	13371	12900	53	61	3803	28	+	0.75581	0.99296	0.52048	0.72178	
